7089	0	0
7090	1	0
0	2	7091
0	3	7092
0	3	7093
0	4	7094
0	4	7095
7096	0	1
7097	1	1
1	2	7098
1	5	7099
1	3	7100
1	3	7101
1	3	7102
1	4	7103
1	4	7104
1	4	7105
1	4	7106
1	4	7107
7108	0	2
7109	1	2
2	2	7110
2	3	7111
2	3	7100
2	4	7112
2	4	7113
2	4	7114
7115	0	3
7116	1	3
3	2	7117
3	5	7118
3	3	7119
3	4	7120
3	4	7121
3	4	7122
3	4	7123
7124	0	4
7125	1	4
4	2	7110
4	5	7126
4	3	7101
4	3	7102
4	4	7127
4	4	7128
4	4	7104
4	4	7106
4	4	7129
7130	0	5
7131	1	5
5	2	7098
5	5	7132
5	3	7101
5	3	7133
5	4	7134
5	4	7104
5	4	7135
7136	0	6
7137	1	6
6	2	7138
6	3	7092
6	3	7139
6	3	7093
6	4	7094
6	4	7140
7141	0	7
7142	1	7
7	2	7143
7	3	7144
7	3	7100
7	4	7145
7	4	7146
7	4	7147
7148	0	8
7149	1	8
8	2	7150
8	3	7144
8	3	7111
8	3	7100
8	4	7151
8	4	7152
8	4	7153
8	4	7154
8	4	7155
7156	0	9
7157	1	9
9	2	7158
9	5	7159
9	3	7160
9	4	7135
9	4	7127
9	4	7161
9	4	7122
9	4	7162
7163	0	10
7164	1	10
10	2	7143
10	3	7144
10	3	7100
10	3	7101
10	3	7102
10	4	7165
10	4	7166
10	4	7153
10	4	7128
7167	0	11
7168	1	11
11	2	7169
11	3	7144
11	3	7111
11	3	7100
11	3	7119
11	4	7120
11	4	7170
11	4	7095
11	4	7171
11	4	7172
7173	0	12
7174	1	12
12	2	7175
12	3	7144
12	3	7111
12	4	7176
12	4	7177
12	4	7170
12	4	7178
7179	0	13
7090	1	13
13	2	7180
13	5	7181
13	3	7144
13	4	7151
13	4	7153
13	4	7182
13	4	7154
13	4	7122
7183	0	14
7184	1	14
14	2	7117
14	3	7144
14	3	7133
14	4	7095
14	4	7153
14	4	7151
14	4	7185
14	4	7155
7186	0	15
7187	1	15
15	2	7150
15	3	7144
15	3	7160
15	3	7102
15	4	7135
15	4	7161
15	4	7128
15	4	7188
7189	0	16
7190	1	16
16	2	7117
16	3	7144
16	3	7100
16	3	7102
16	4	7121
16	4	7191
16	4	7153
16	4	7192
16	4	7193
16	4	7105
7194	0	17
7195	1	17
17	2	7196
17	3	7144
17	3	7160
17	3	7100
17	3	7101
17	4	7103
17	4	7197
17	4	7106
17	4	7198
17	4	7199
7200	0	18
7201	1	18
18	2	7110
18	5	7202
18	3	7119
18	3	7101
18	3	7133
18	4	7095
18	4	7203
18	4	7204
7186	0	19
7187	1	19
19	2	7205
19	3	7144
19	3	7133
19	3	7102
19	4	7095
19	4	7188
19	4	7206
19	4	7128
7207	0	20
7208	1	20
20	2	7175
20	3	7144
20	3	7111
20	3	7133
20	4	7170
20	4	7095
20	4	7151
20	4	7153
20	4	7185
7209	0	21
7210	1	21
21	2	7150
21	5	7211
21	3	7111
21	3	7100
21	3	7102
21	4	7170
21	4	7127
21	4	7191
21	4	7204
7089	0	22
7090	1	22
22	2	7212
22	5	7181
22	3	7144
22	4	7151
22	4	7153
22	4	7182
22	4	7154
22	4	7122
7186	0	23
7187	1	23
23	2	7098
23	5	7213
23	3	7144
23	3	7160
23	3	7100
23	3	7102
23	3	7133
23	4	7095
23	4	7188
23	4	7206
7214	0	24
7215	1	24
24	2	7110
24	5	7216
24	3	7144
24	3	7160
24	3	7100
24	3	7217
24	3	7218
24	4	7172
24	4	7219
24	4	7220
24	4	7135
7221	0	25
7222	1	25
25	2	7223
25	3	7144
25	3	7111
25	3	7160
25	3	7119
25	3	7101
25	3	7102
25	4	7224
25	4	7178
25	4	7103
25	4	7225
7226	0	26
7210	1	26
26	2	7196
26	5	7211
26	3	7111
26	3	7100
26	3	7102
26	4	7170
26	4	7095
26	4	7128
26	4	7121
7179	0	27
7090	1	27
27	2	7227
27	5	7181
27	3	7144
27	4	7151
27	4	7153
27	4	7154
27	4	7122
27	4	7228
7167	0	28
7168	1	28
28	2	7110
28	3	7133
28	3	7100
28	3	7101
28	4	7095
28	4	7121
28	4	7122
28	4	7171
7229	0	29
7230	1	29
29	2	7143
29	5	7231
29	3	7160
29	3	7133
29	3	7100
29	3	7101
29	4	7232
29	4	7135
29	4	7095
29	4	7233
7234	0	30
7235	1	30
30	2	7150
30	3	7144
30	3	7133
30	4	7153
30	4	7095
30	4	7185
30	4	7154
30	4	7151
30	4	7172
7156	0	31
7157	1	31
31	2	7223
31	5	7159
31	3	7160
31	4	7135
31	4	7127
31	4	7122
31	4	7162
31	4	7236
7237	0	32
7238	1	32
32	2	7150
32	3	7144
32	3	7133
32	3	7100
32	3	7102
